published_date,title,url,guest_name_detected,guest_signal,is_right_guest_hint,is_forced_guest_override,topics,signal_sources,framing_score,combined_score,guest_talking_points_matched,manual_label,manual_notes
2026-01-24,The Consequences Are Here,https://www.youtube.com/watch?v=yIX8VXmQc-g,,0.0,False,False,,,0.0,0.0,,,
2026-01-23,Why We Must Draw Moral Lines,https://www.youtube.com/watch?v=hSe-GnWuxF8,,0.0,False,False,,,0.0,0.0,,,
2026-01-22,LIVE Davos Breakdown with Presidential Advisor Dr Pippa Malmgren,https://www.youtube.com/watch?v=Gu5Pe1vkU1o,Presidential Advisor Dr Pippa Malmgren,0.0,False,False,trump_and_us_politics|russia_ukraine_geopolitics|economy_and_cost_of_living,,0.0,0.0,,,
2026-01-21,Why Political Violence Is Rising,https://www.youtube.com/watch?v=DLBJfQLnkKc,,0.0,False,False,,,0.0,0.0,,,
2026-01-20,When Comics Start Policing Comics,https://www.youtube.com/watch?v=K1d7pppVFM8,,0.0,False,False,crime_and_policing,,0.0,0.0,,,
2026-01-20,Why Reform Has No Choice - Konstantin Kisin,https://www.youtube.com/watch?v=WGFoVSlUNH0,,0.0,False,False,uk_politics,,0.0,0.0,,,
2026-01-18,I Wish I Could Be Deprogrammed,https://www.youtube.com/watch?v=a4zpN_UeNYs,,0.0,False,False,,,0.0,0.0,,,
2026-01-17,Why the World's Gone Crazy!,https://www.youtube.com/watch?v=C9yMXEVPGNA,,0.0,False,False,,,0.0,0.0,,,
2026-01-13,“I found TRIGGERNOMETRY very fascinating… they’re great.” - Bradley Cooper,https://www.youtube.com/watch?v=7jKwssHlrco,Bradley Cooper,0.0,False,False,,,0.0,0.0,,,
2026-01-12,What Makes Women Happy?,https://www.youtube.com/watch?v=UZAQppbRqqs,,0.0,False,False,,,0.0,0.0,,,
2026-01-10,The Trade That Made the Rothschilds Famous,https://www.youtube.com/watch?v=oC6YcwTXSn4,,0.0,False,False,,,0.0,0.0,,,
2026-01-09,Is the Regime Losing Control? - Mahyar Tousi,https://www.youtube.com/watch?v=cliXUbJTPxg,Mahyar Tousi,0.0,False,False,,,0.0,0.0,,,
2026-01-08,LIVE Iran Update with Mahyar Tousi,https://www.youtube.com/watch?v=JEe96RBX2QM,Mahyar Tousi,0.0,False,False,israel_and_middle_east|trump_and_us_politics|uk_politics|economy_and_cost_of_living|crime_and_policing,,0.0,0.0,,,
2026-01-08,They RUINED California,https://www.youtube.com/watch?v=ZPmChAMJnWM,,0.0,False,False,,,0.0,0.0,,,
2026-01-07,Who Venezuela’s New Leader Is And Why It Matters,https://www.youtube.com/watch?v=6cmpFWAKMME,,0.0,False,False,,,0.0,0.0,,,
2026-01-06,Trump’s Vision for Venezuela - What He Really Wants,https://www.youtube.com/watch?v=JCqgQKjToyI,What He Really Wants,0.0,False,False,trump_and_us_politics,,0.0,0.0,,,
2026-01-06,Why Venezuela Isn’t Another Iraq,https://www.youtube.com/watch?v=aOLyVqGKwsI,,0.0,False,False,,,0.0,0.0,,,
2026-01-04,The Debt Crisis No One’s Talking About - Sir Niall Ferguson,https://www.youtube.com/watch?v=UxtOh7HKSno,Sir Niall Ferguson,0.0,False,False,covid_and_pandemic|islam_and_extremism|israel_and_middle_east|uk_politics|russia_ukraine_geopolitics|economy_and_cost_of_living|culture_war_general,,0.0,0.0,,,
2026-01-04,The Harsh Reality of Living in Venezuela - Daniel Di Martino,https://www.youtube.com/watch?v=e52kZ_hXzfw,Daniel Di Martino,0.0,False,False,,,0.0,0.0,,,
2025-12-31,The Problem With Feminising Society - Helen Andrews,https://www.youtube.com/watch?v=pfbilhs5dt4,Helen Andrews,0.0,False,False,uk_politics|culture_war_general,,0.0,0.0,,,
2025-12-28,The Real History of Football - Jonathan Wilson,https://www.youtube.com/watch?v=JoS3slqSoMA,Jonathan Wilson,0.0,False,False,uk_politics,,0.0,0.0,,,
2025-12-24,Venezuela: What's Happening and Why With Daniel Di Martino,https://www.youtube.com/watch?v=1swPGLfi2_8,Daniel Di Martino,0.0,False,False,trump_and_us_politics|economy_and_cost_of_living|culture_war_general,,0.0,0.0,,,
2025-12-23,Why CRAZY Ideas Are Coming Back,https://www.youtube.com/watch?v=vYKKpHf6Tz8,,0.0,False,False,,,0.0,0.0,,,
2025-12-23,2025: The Year of the Retard,https://www.youtube.com/watch?v=cxBOAXPlp_A,,0.0,False,False,uk_politics,,0.0,0.0,,,
2025-12-21,AI CEO: People Have No Idea What’s Coming! - Eoghan McCabe,https://www.youtube.com/watch?v=F6K60Q1dyik,Eoghan McCabe,0.0,False,False,,,0.0,0.0,,,
2025-12-21,"Meghan Markle, Brigitte Macron, Piers Morgan and Feminism - Christina P",https://www.youtube.com/watch?v=xoz33lyHDn4,,0.0,False,False,culture_war_general,,0.0,0.0,,,
2025-12-19,Our Thoughts on 2025,https://www.youtube.com/watch?v=vY2YDPSiKD0,,0.0,False,False,immigration_and_borders|israel_and_middle_east|trump_and_us_politics|russia_ukraine_geopolitics|climate_and_environment|economy_and_cost_of_living,,0.0,0.0,,,
2025-12-17,AI CEO: People Have No Idea What’s Coming! - Eoghan McCabe,https://www.youtube.com/watch?v=-dk5r3fxg-g,Eoghan McCabe,0.0,False,False,trump_and_us_politics|russia_ukraine_geopolitics|economy_and_cost_of_living,,0.0,0.0,,,
2025-12-17,Radical Islam's Rationale - Raymond Ibrahim,https://www.youtube.com/watch?v=YE_XHvolZPo,Raymond Ibrahim,0.0,False,False,islam_and_extremism,,0.0,0.0,,,
2025-12-14,The Real History of Islam with Raymond Ibrahim,https://www.youtube.com/watch?v=Y64jGdPHDmM,Raymond Ibrahim,0.0,False,False,islam_and_extremism|uk_politics,,0.0,0.0,,,
2025-12-14,The Real History of Islam,https://www.youtube.com/watch?v=92Idv-kDdvE,,0.0,False,False,islam_and_extremism|uk_politics,,0.0,0.0,,,
2025-12-12,Why Are We Importing Doctors? - Jimmy Carr,https://www.youtube.com/watch?v=Gyzd_0167AM,Jimmy Carr,0.0,False,False,,,0.0,0.0,,,
2025-12-11,Jimmy Carr on Why Chris Rock's The GOAT,https://www.youtube.com/watch?v=V9p0RjuJr0s,Jimmy Carr,0.0,False,False,,,0.0,0.0,,,
2025-12-11,"“It feels like the elites are falling and being replaced."" - Jimmy Carr",https://www.youtube.com/watch?v=NP2CSLkEi6E,Jimmy Carr,0.0,False,False,,,0.0,0.0,,,
2025-12-09,“War Sucks… But That Sucks Worse.” - Nick Freitas,https://www.youtube.com/watch?v=GV2-y3WFL9I,Nick Freitas,0.0,False,False,,,0.0,0.0,,,
2025-12-08,Policing in the UK - Francis Foster,https://www.youtube.com/watch?v=i1s1PCJDdfI,,0.0,False,False,crime_and_policing,,0.0,0.0,,,
2025-12-08,Do We Need to Censor Hate Speech?,https://www.youtube.com/watch?v=hkogDXqDLCc,,0.0,False,False,free_speech_and_censorship,,0.0,0.0,,,
2025-12-07,The Masculinity Crisis and How To Solve It,https://www.youtube.com/watch?v=xD4_NK63J4c,,0.0,False,False,culture_war_general,,0.0,0.0,,,
2025-12-04,How To Protect Your Kids,https://www.youtube.com/watch?v=Qu6fxyegVb0,,0.0,False,False,,,0.0,0.0,,,
2025-12-03,The Masculinity Crisis and How To Solve It - Nick Freitas,https://www.youtube.com/watch?v=ukZfFNuflvc,Nick Freitas,0.0,False,False,trump_and_us_politics|culture_war_general,,0.0,0.0,,,
2025-12-03,"""The enemy is the super rich.”",https://www.youtube.com/watch?v=OKYBruT1NM4,,0.0,False,False,,,0.0,0.0,,,
2025-12-03,Why the Father Ted Musical Never Happened,https://www.youtube.com/watch?v=Vu7qk_0BQeA,,0.0,False,False,,,0.0,0.0,,,
2025-12-02,Trans Terminology Explained - Graham Linehan,https://www.youtube.com/watch?v=Yz3zi4o0F0Y,Graham Linehan,0.0,False,False,,,0.0,0.0,,,
2025-12-01,Nobody Voted For This.,https://www.youtube.com/watch?v=xL65Q5xLZ98,,0.0,False,False,,,0.0,0.0,,,
2025-12-01,I Overheard This at the BBC…,https://www.youtube.com/watch?v=otvv_4-EPdA,,0.0,False,False,,,0.0,0.0,,,
2025-11-28,I Exposed The BBC's Anti-Trump Bias,https://www.youtube.com/watch?v=PpihvIizmFI,,0.0,False,False,trump_and_us_politics,,0.0,0.0,,,
2025-11-28,Why I Exposed Anti-Trump Bias At The BBC,https://www.youtube.com/watch?v=tCU3sO5Ucwk,,0.0,False,False,trump_and_us_politics,,0.0,0.0,,,
2025-11-27,“Now I don’t even want to leave the house.”- LIVE Interviews from Crowborough Protests,https://www.youtube.com/watch?v=Ob8WoA23G84,,0.0,False,False,crime_and_policing,,0.0,0.0,,,
2025-11-26,"“We are all scared."" LIVE Interviews from Crowborough Protests",https://www.youtube.com/watch?v=ft4CcvIAY7E,,0.0,False,False,crime_and_policing,,0.0,0.0,,,
2025-11-25,Hasan Piker on Socialism and China,https://www.youtube.com/watch?v=_tfPq7nIHe4,Hasan Piker,0.0,False,False,russia_ukraine_geopolitics|economy_and_cost_of_living,,0.0,0.0,,,
2025-11-24,Hasan Piker and Konstantin discuss immigration and public attitudes in the UK.,https://www.youtube.com/watch?v=0A4WZf0AXpE,,0.0,False,False,immigration_and_borders,,0.0,0.0,,,
2025-11-23,I’ve Got No Problem With Communism - Hasan Piker,https://www.youtube.com/watch?v=fFbZX9LeTzI,Hasan Piker,0.0,False,False,woke_and_cancel_culture|trump_and_us_politics|uk_politics|russia_ukraine_geopolitics|culture_war_general,,0.0,0.0,,,
2025-11-23,Communism in America?,https://www.youtube.com/watch?v=I6XPIPfm3QI,,0.0,False,False,culture_war_general,,0.0,0.0,,,
2025-11-22,“Islam plus jihadism is going to prove totally unworkable for open societies everywhere.”,https://www.youtube.com/watch?v=VA0UAnf0Lrs,,0.0,False,False,islam_and_extremism,,0.0,0.0,,,
2025-11-21,"Sam Harris on Hunter Biden Controversy, Trump Corruption and the Problem with Podcasts",https://www.youtube.com/watch?v=PYIlygGcyoc,Sam Harris,0.0,False,False,trump_and_us_politics,,0.0,0.0,,,
2025-11-20,Watch This for Thanksgiving!,https://www.youtube.com/watch?v=Bkwuv8hbsuw,,0.0,False,False,,,0.0,0.0,,,
2025-11-19,"Sam Harris on Hunter Biden Controversy, Trump Corruption and the Problem with Podcasts",https://www.youtube.com/watch?v=mBEu3Om1u4M,Sam Harris,0.0,False,False,covid_and_pandemic|immigration_and_borders|free_speech_and_censorship|israel_and_middle_east|trump_and_us_politics,,0.0,0.0,,,
2025-11-19,“You have the ultimate responsibility as the gatekeeper of your own mind.”,https://www.youtube.com/watch?v=XuckaXyXqL4,,0.0,False,False,,,0.0,0.0,,,
2025-11-17,"Our Thoughts On Interviewing Dave Smith, Hasan Piker, Sam Harris and Ben Shapiro",https://www.youtube.com/watch?v=W40YdlVsBlM,,0.0,False,False,free_speech_and_censorship|israel_and_middle_east|culture_war_general,,0.0,0.0,,,
2025-11-14,Should A Country At War Ever Help Its Enemy?,https://www.youtube.com/watch?v=OjZGxA2rBpY,,0.0,False,False,,,0.0,0.0,,,
2025-11-13,Who Is Responsible For The Suffering In Gaza?,https://www.youtube.com/watch?v=etk-TIryzTo,,0.0,False,False,israel_and_middle_east,,0.0,0.0,,,
2025-11-12,"Dave Smith VS Triggernometry: War, Nick Fuentes, Tucker Carlson and the American Empire",https://www.youtube.com/watch?v=Phg_NnK9cjQ,Dave Smith VS Triggernometry,0.0,False,False,free_speech_and_censorship|islam_and_extremism|israel_and_middle_east|uk_politics|russia_ukraine_geopolitics|economy_and_cost_of_living|crime_and_policing,,0.0,0.0,,,
2025-11-11,Stop Turning Disagreements Into Moral Crusades - Kaizen Asiedu,https://www.youtube.com/watch?v=e1EetSSQ3o4,Kaizen Asiedu,0.0,False,False,,,0.0,0.0,,,
2025-11-06,Is Mamdani the left’s answer to Trump?,https://www.youtube.com/watch?v=NBYjWVWD7ZQ,,0.0,False,False,trump_and_us_politics|culture_war_general,,0.0,0.0,,,
2025-11-06,Evil Isn't Unique To Any Group. It’s A Collective Human Inheritance.,https://www.youtube.com/watch?v=N7ufKdZjB-M,,0.0,False,False,,,0.0,0.0,,,
2025-11-04,“America does whatever America wants to do.”,https://www.youtube.com/watch?v=MSm5Asc13vY,,0.0,False,False,,,0.0,0.0,,,
2025-11-04,"I Read All 16,000 of Zohran Mamdani’s Tweets. Here’s What I Learned.",https://www.youtube.com/watch?v=Lo3yIGAIgOE,,0.0,False,False,,,0.0,0.0,,,
2025-11-02,The Next Mayor of New York? - Olivia Reingold,https://www.youtube.com/watch?v=8Iz3z0Jgib8,Olivia Reingold,0.0,False,False,free_speech_and_censorship|islam_and_extremism|israel_and_middle_east|trump_and_us_politics|economy_and_cost_of_living|culture_war_general,,0.0,0.0,,,
2025-11-02,Who is Zohran Mamdani?,https://www.youtube.com/watch?v=na4p3LpVWKw,,0.0,False,False,,,0.0,0.0,,,
2025-10-31,Brandon Tatum Calls Out Majorie Taylor Greene,https://www.youtube.com/watch?v=IcTqFMdmmXA,,0.0,False,False,,,0.0,0.0,,,
2025-10-30,"“They don’t operate in reality. They operate off emotions."" - Brandon Tatum",https://www.youtube.com/watch?v=dyQVZVtKWe8,Brandon Tatum,0.0,False,False,,,0.0,0.0,,,
2025-10-29,"Officer Tatum on Charlie Kirk, Tucker Carlson, Candace Owens, George Floyd and Israel",https://www.youtube.com/watch?v=hwN4succtw4,Officer Tatum,0.0,False,False,free_speech_and_censorship|israel_and_middle_east|trump_and_us_politics|uk_politics|crime_and_policing,,0.0,0.0,,,
2025-10-29,The Left’s Dangerous Philosophy,https://www.youtube.com/watch?v=21SXv7e30Z8,,0.0,False,False,culture_war_general,,0.0,0.0,,,
2025-10-28,Careful What You Click On - Konstantin Kisin,https://www.youtube.com/watch?v=QYLt4uuBpbk,,0.0,False,False,,,0.0,0.0,,,
2025-10-27,Why Have So Many Americans Become Conspiratorial?,https://www.youtube.com/watch?v=8Le9nG653Gs,,0.0,False,False,,,0.0,0.0,,,
2025-10-26,Why MAGA Is At War With Itself - Dinesh D'Souza,https://www.youtube.com/watch?v=HCVv5cJ9k9A,Dinesh D'Souza,0.0,False,False,free_speech_and_censorship|israel_and_middle_east|trump_and_us_politics|economy_and_cost_of_living|culture_war_general,,0.0,0.0,,,
2025-10-26,A Mindset We Can’t Understand,https://www.youtube.com/watch?v=VqYX0E2aY54,,0.0,False,False,,,0.0,0.0,,,
2025-10-24,Dinesh D'Souza Calls Out Tucker and Candace Owens,https://www.youtube.com/watch?v=qQS4FKH3hDA,,0.0,False,False,woke_and_cancel_culture|israel_and_middle_east|trump_and_us_politics|russia_ukraine_geopolitics,,0.0,0.0,,,
2025-10-24,"“Half the calls we get aren’t crime, they’re mental health crises.” - Jay Darkmoore",https://www.youtube.com/watch?v=O6NWk7gYh5I,Jay Darkmoore,0.0,False,False,crime_and_policing,,0.0,0.0,,,
2025-10-24,Is Diversity More Important Than Stopping A Terrorist?,https://www.youtube.com/watch?v=Zq3C9xMIFQ4,,0.0,False,False,woke_and_cancel_culture|islam_and_extremism,,0.0,0.0,,,
2025-10-23,Discussing How Social Media Makes Us Hate Each Other With Joe Rogan,https://www.youtube.com/watch?v=5a0-wjbjnJo,Joe Rogan,0.0,False,False,,,0.0,0.0,,,
2025-10-22,We’re Back In The US 🇺🇸,https://www.youtube.com/watch?v=RRdUxmMn8E8,,0.0,False,False,,,0.0,0.0,,,
2025-10-22,The Decline of Christianity In The West,https://www.youtube.com/watch?v=HivrYf7NfhM,,0.0,False,False,,,0.0,0.0,,,
2025-10-22,The Bias In UK Policing Is Becoming Impossible To Ignore,https://www.youtube.com/watch?v=lOACniJNcKE,,0.0,False,False,crime_and_policing,,0.0,0.0,,,
2025-10-21,It's Hard To See How A Ceasefire Will Hold While Hamas Is In Power.,https://www.youtube.com/watch?v=H2OQQZEog6U,,0.0,False,False,israel_and_middle_east,,0.0,0.0,,,
2025-10-20,What Happened in the Israeli Attack on Hamas Leaders in Qatar?,https://www.youtube.com/watch?v=ojh85UsM4SQ,,0.0,False,False,israel_and_middle_east,,0.0,0.0,,,
2025-10-20,It’s Just Weak,https://www.youtube.com/watch?v=WbjEQQKcIhA,,0.0,False,False,,,0.0,0.0,,,
2025-10-20,Our Thoughts on Gaza Ceasefire,https://www.youtube.com/watch?v=nJvEoEF2Deg,,0.0,False,False,israel_and_middle_east,,0.0,0.0,,,
2025-10-19,The Untold Story of the Gaza Ceasefire - Thomas Small,https://www.youtube.com/watch?v=av3icsesNE8,Thomas Small,0.0,False,False,islam_and_extremism|israel_and_middle_east|trump_and_us_politics|uk_politics|russia_ukraine_geopolitics,,0.0,0.0,,,
2025-10-17,The Center Is Turning,https://www.youtube.com/watch?v=OsYdV_T2ww8,,0.0,False,False,,,0.0,0.0,,,
2025-10-17,The U-Boat That Broke Nazi Secrets,https://www.youtube.com/watch?v=8clfVidEC7s,,0.0,False,False,,,0.0,0.0,,,
2025-10-16,What Was Life Like Aboard a Nazi U-Boat in WWII?,https://www.youtube.com/watch?v=Nhbtg269cSQ,,0.0,False,False,,,0.0,0.0,,,
2025-10-15,The True Story of Hitler's U-Boat War - Roger Moorhouse,https://www.youtube.com/watch?v=fPuOhtS3d4o,Roger Moorhouse,0.0,False,False,uk_politics|russia_ukraine_geopolitics,,0.0,0.0,,,
2025-10-15,Where Is America's Gold?,https://www.youtube.com/watch?v=RPLeGStBpL8,,0.0,False,False,,,0.0,0.0,,,
2025-10-14,Gold Lasts Forever,https://www.youtube.com/watch?v=RaUV9edzL1k,,0.0,False,False,,,0.0,0.0,,,
2025-10-13,Why You Can't Afford A House,https://www.youtube.com/watch?v=KfJmVQuFZ1k,,0.0,False,False,,,0.0,0.0,,,
2025-10-12,“Vaccines do not cause autism.” - Professor Simon Baron-Cohen,https://www.youtube.com/watch?v=jJD5Agl54cw,Professor Simon Baron-Cohen,0.0,False,False,covid_and_pandemic,,0.0,0.0,,,
2025-10-10,The outrage about flags is really about whether you're allowed to be proud of your country.,https://www.youtube.com/watch?v=Haimg95q1BA,,0.0,False,False,,,0.0,0.0,,,
2025-10-09,What Is Autism?,https://www.youtube.com/watch?v=hsksioar7oY,,0.0,False,False,,,0.0,0.0,,,
2025-10-09,"Diversity Is Not A Strength, Unity Is.",https://www.youtube.com/watch?v=peECax8K_xg,,0.0,False,False,woke_and_cancel_culture,,0.0,0.0,,,
2025-10-08,The World's Leading Autism Expert - Professor Sir Simon Baron-Cohen,https://www.youtube.com/watch?v=VJg2_EVheY4,Professor Sir Simon Baron-Cohen,0.0,False,False,covid_and_pandemic|woke_and_cancel_culture|trump_and_us_politics|uk_politics,,0.0,0.0,,,
2025-10-08,Why They'll Never Be Honest About Islamist Violence,https://www.youtube.com/watch?v=f_Fdf626Ajw,,0.0,False,False,islam_and_extremism,,0.0,0.0,,,
2025-10-08,"“Starmer Is Treating The Public Like We’re Complete Idiots."" - Silkie Carlo",https://www.youtube.com/watch?v=WyXBMScNjnA,Silkie Carlo,0.0,False,False,,,0.0,0.0,,,
2025-10-07,“They’re saying the quiet bit out loud.” - Silkie Carlo,https://www.youtube.com/watch?v=V9NnSrCha1o,Silkie Carlo,0.0,False,False,,,0.0,0.0,,,
2025-10-07,Queuing Is Civilisation,https://www.youtube.com/watch?v=oCdDS8wE-1U,,0.0,False,False,,,0.0,0.0,,,
2025-10-06,Why They'll Never Be Honest About Islamist Violence - Konstantin Kisin,https://www.youtube.com/watch?v=KTnRS_GRYVA,,0.0,False,False,woke_and_cancel_culture|islam_and_extremism|israel_and_middle_east|uk_politics,,0.0,0.0,,,
2025-10-06,What Are Digital IDs?,https://www.youtube.com/watch?v=pY6RejmO4a0,,0.0,False,False,,,0.0,0.0,,,
2025-10-05,Why You Should Be Worried About Digital ID - Silkie Carlo,https://www.youtube.com/watch?v=xhymUHtl4p8,Silkie Carlo,0.0,False,False,covid_and_pandemic|uk_politics|crime_and_policing,,0.0,0.0,,,
2025-10-05,“Starmer is lying to you.” - Silkie Carlo,https://www.youtube.com/watch?v=NC7PxV89dnU,Silkie Carlo,0.0,False,False,,,0.0,0.0,,,
2025-10-04,The Extraordinary Silence...And What It Tells Us - Konstantin Kisin,https://www.youtube.com/watch?v=m1Jfi0fjcwE,,0.0,False,False,,,0.0,0.0,,,
2025-10-04,The Reality of UK Muslims - Peter Bleksley,https://www.youtube.com/watch?v=KbWjMYFryAE,Peter Bleksley,0.0,False,False,islam_and_extremism,,0.0,0.0,,,
2025-10-03,"LIVE Reaction to Manchester Terror Attack - Ex-Police Detective, Peter Bleksley",https://www.youtube.com/watch?v=K7paKo9Wvhw,,0.0,False,False,crime_and_policing,,0.0,0.0,,,
2025-10-03,You Can't Solve A Problem You Won't Admit,https://www.youtube.com/watch?v=2G9yO9UDZz8,,0.0,False,False,,,0.0,0.0,,,
2025-10-03,Why Digital ID Is Dangerous,https://www.youtube.com/watch?v=K__xZ1KY-pY,,0.0,False,False,,,0.0,0.0,,,
2025-10-03,"""This issue isn't actually about slavery.""",https://www.youtube.com/watch?v=zDbvdnJBpf0,,0.0,False,False,,,0.0,0.0,,,
2025-10-01,How We Got Iran's Nuclear Secrets - Ex Mossad Director Yossi Cohen,https://www.youtube.com/watch?v=hWhHuYBa2Rc,Ex Mossad Director Yossi Cohen,0.0,False,False,free_speech_and_censorship|israel_and_middle_east|trump_and_us_politics|russia_ukraine_geopolitics,,0.0,0.0,,,
2025-09-30,"""You Can’t Have Intergenerational Trauma For Eight Generations""",https://www.youtube.com/watch?v=jZdaBmGD-tI,,0.0,False,False,,,0.0,0.0,,,
2025-09-30,"“The actual impact of slavery in Africa was to impoverish Africa."" - Kehinde Andrews",https://www.youtube.com/watch?v=Nk_bivYSsWg,Kehinde Andrews,0.0,False,False,,,0.0,0.0,,,
